user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,month,hour,channel
559,2025-10-13 07:28:00 UTC,Mobile,Canada,35-44,Female,A7501,Image,Health,Fitness Lovers,0.1215690873,0.0861,Liked,55,0.16,6.54,2025-10,7,Programmatic Display
401,2025-02-03 07:26:00 UTC,Mobile,India,35-44,Female,A3596,Image,Automotive,Fitness Lovers,0.040038472,0.0546,Commented,54,0.76,0.29,2025-02,7,Programmatic Display
508,2025-04-24 07:52:00 UTC,Tablet,USA,35-44,Male,A5928,Text,Health,Fitness Lovers,0.1368073975,0.0641,Ignored,59,0.92,0.95,2025-04,7,Paid Search
747,2025-03-23 07:26:00 UTC,Desktop,Canada,18-24,Female,A3800,Text,Electronics,Tech Enthusiasts,0.1493832419,0.1186,Shared,57,0.9,1.97,2025-03,7,Paid Search
605,2025-03-10 07:05:00 UTC,Desktop,UK,45-54,Male,A7192,Text,Automotive,Young Adults,0.1332098827,0.0802,Ignored,41,0.55,1.94,2025-03,7,Paid Search
294,2025-11-10 07:36:00 UTC,Tablet,USA,45-54,Female,A7951,Text,Fashion,Family Oriented,0.034308526,0.0581,Ignored,33,0.48,0.42,2025-11,7,Paid Search
164,2025-09-09 07:19:00 UTC,Mobile,India,35-44,Female,A7498,Text,Electronics,Family Oriented,0.032827739,0.0588,Ignored,19,1.03,0.19,2025-09,7,Paid Search
627,2025-03-27 07:13:00 UTC,Mobile,Canada,25-34,Male,A8839,Text,Fashion,Young Adults,0.075366256,0.1062,Shared,13,1.48,0.54,2025-03,7,Paid Search
890,2025-09-06 07:47:00 UTC,Mobile,UK,45-54,Male,A6785,Text,Travel,Fitness Lovers,0.1004328705,0.0663,Commented,27,0.35,1.9,2025-09,7,Paid Search
997,2025-12-06 07:56:00 UTC,Desktop,Canada,45-54,Female,A3886,Text,Fashion,Fitness Lovers,0.092599351,0.0181,Commented,37,0.22,0.76,2025-12,7,Paid Search
955,2025-06-03 07:32:00 UTC,Desktop,USA,45-54,Male,A7543,Text,Travel,Tech Enthusiasts,0.059180346,0.1213,Ignored,29,0.17,4.22,2025-06,7,Paid Search
491,2025-09-25 07:41:00 UTC,Tablet,USA,55+,Female,A5980,Text,Health,Young Adults,0.057972312,0.0947,Liked,20,0.94,0.58,2025-09,7,Paid Search
414,2025-05-15 07:21:00 UTC,Desktop,Canada,35-44,Female,A6110,Text,Travel,Tech Enthusiasts,0.047962558,0.0925,Commented,55,0.35,1.27,2025-05,7,Paid Search
899,2025-09-30 07:43:00 UTC,Mobile,USA,35-44,Female,A5572,Video,Fashion,Tech Enthusiasts,0.068722176,0.1017,Liked,60,1.44,0.49,2025-09,7,Paid Social
570,2025-11-10 07:47:00 UTC,Tablet,India,25-34,Male,A7977,Video,Health,Tech Enthusiasts,0.1297350891,0.1329,Liked,13,1.43,1.21,2025-11,7,Paid Social
615,2025-10-19 07:26:00 UTC,Desktop,India,35-44,Female,A5118,Video,Health,Fitness Lovers,0.039351273,0.0437,Shared,12,1.18,0.15,2025-10,7,Paid Social
525,2025-02-06 07:09:00 UTC,Mobile,UK,45-54,Female,A2832,Video,Fashion,Family Oriented,0.01814123175,0.014,Liked,12,0.76,0.03,2025-02,7,Paid Social
812,2025-03-09 07:52:00 UTC,Mobile,USA,55+,Female,A7322,Video,Electronics,Fitness Lovers,0.1471620976,0.1031,Commented,55,0.83,1.83,2025-03,7,Paid Social
977,2025-08-30 07:23:00 UTC,Tablet,India,55+,Female,A8566,Video,Travel,Tech Enthusiasts,0.098253141,0.0479,Shared,31,1.2,0.39,2025-08,7,Paid Social
206,2025-07-19 07:23:00 UTC,Desktop,India,35-44,Female,A4256,Video,Fashion,Fitness Lovers,0.1360973172,0.0526,Commented,14,0.71,1.01,2025-07,7,Paid Social
236,2025-03-08 07:20:00 UTC,Mobile,UK,18-24,Male,A4705,Video,Fashion,Tech Enthusiasts,0.0973291,0.0657,Commented,54,0.35,1.83,2025-03,7,Paid Social
189,2025-06-21 07:35:00 UTC,Desktop,India,55+,Female,A8765,Video,Travel,Family Oriented,0.1427477384,0.1162,Commented,28,1.38,1.2,2025-06,7,Paid Social
831,2025-09-22 07:00:00 UTC,Tablet,UK,18-24,Female,A4518,Video,Fashion,Travel Lovers,0.097386373,0.042,Shared,39,0.88,0.46,2025-09,7,Paid Social
727,2025-12-14 07:51:00 UTC,Mobile,USA,18-24,Male,A8269,Video,Health,Tech Enthusiasts,0.03961933493,0.0532,Liked,16,1.24,0.17,2025-12,7,Paid Social
371,2025-07-03 07:15:00 UTC,Desktop,USA,25-34,Female,A6117,Video,Travel,Travel Lovers,0.1434927008,0.1009,Commented,16,0.6,2.41,2025-07,7,Paid Social
466,2025-07-20 07:05:00 UTC,Tablet,Canada,45-54,Female,A1295,Video,Automotive,Family Oriented,0.073423172,0.1374,Ignored,42,0.5,2.02,2025-07,7,Paid Social
261,2025-09-16 07:32:00 UTC,Desktop,India,18-24,Male,A7616,Video,Travel,Family Oriented,0.1478489228,0.1058,Ignored,48,0.81,1.93,2025-09,7,Paid Social
754,2025-06-02 07:03:00 UTC,Tablet,USA,25-34,Male,A2625,Video,Automotive,Young Adults,0.036975193,0.0571,Liked,42,0.98,0.22,2025-06,7,Paid Social
933,2025-06-10 07:06:00 UTC,Desktop,Germany,55+,Female,A2093,Video,Health,Family Oriented,0.1367300218,0.1057,Shared,18,0.96,1.51,2025-06,7,Paid Social
234,2025-03-26 07:59:00 UTC,Desktop,USA,18-24,Female,A2495,Video,Health,Tech Enthusiasts,0.07864068,0.0183,Ignored,14,0.7,0.21,2025-03,7,Paid Social
512,2025-03-03 07:58:00 UTC,Mobile,India,25-34,Female,A1531,Video,Fashion,Fitness Lovers,0.1214399331,0.1189,Liked,42,0.21,6.88,2025-03,7,Paid Social
718,2025-03-30 07:53:00 UTC,Tablet,Germany,18-24,Female,A8653,Video,Travel,Travel Lovers,0.107246828,0.0729,Ignored,24,1.46,0.54,2025-03,7,Paid Social
143,2025-11-11 07:18:00 UTC,Desktop,Germany,45-54,Male,A6503,Video,Fashion,Fitness Lovers,0.01157961742,0.1169,Ignored,60,0.38,0.36,2025-11,7,Paid Social
495,2025-07-26 08:10:00 UTC,Mobile,Canada,25-34,Female,A9990,Image,Health,Family Oriented,0.01906470021,0.0468,Commented,34,0.76,0.12,2025-07,8,Programmatic Display
369,2025-07-10 08:39:00 UTC,Mobile,UK,25-34,Male,A2488,Image,Travel,Young Adults,0.130632392,0.0505,Commented,12,1.14,0.58,2025-07,8,Programmatic Display
238,2025-09-13 08:09:00 UTC,Mobile,India,35-44,Male,A9350,Image,Electronics,Fitness Lovers,0.1331315822,0.0557,Ignored,57,0.51,1.45,2025-09,8,Programmatic Display
974,2025-08-13 08:44:00 UTC,Desktop,Germany,25-34,Female,A5596,Image,Automotive,Young Adults,0.1488416721,0.1196,Ignored,10,0.58,3.07,2025-08,8,Programmatic Display
312,2025-01-25 08:16:00 UTC,Mobile,India,55+,Male,A1818,Image,Health,Family Oriented,0.02050767512,0.0107,Commented,41,0.53,0.04,2025-01,8,Programmatic Display
860,2025-02-08 08:21:00 UTC,Tablet,Canada,35-44,Female,A2295,Image,Fashion,Travel Lovers,0.1448433491,0.0603,Shared,16,0.12,7.28,2025-02,8,Programmatic Display
160,2025-08-29 08:22:00 UTC,Mobile,India,55+,Male,A5404,Image,Automotive,Travel Lovers,0.067274938,0.0607,Shared,16,1.47,0.28,2025-08,8,Programmatic Display
479,2025-02-04 08:13:00 UTC,Tablet,Germany,45-54,Female,A8740,Image,Electronics,Young Adults,0.04916799627,0.1107,Liked,10,1.15,0.47,2025-02,8,Programmatic Display
698,2025-10-01 08:07:00 UTC,Mobile,USA,35-44,Male,A7585,Image,Automotive,Young Adults,0.093362028,0.0818,Shared,26,1.02,0.75,2025-10,8,Programmatic Display
733,2025-05-08 08:20:00 UTC,Tablet,UK,45-54,Male,A1220,Image,Health,Fitness Lovers,0.1036922653,0.032,Ignored,14,0.76,0.44,2025-05,8,Programmatic Display
316,2025-05-09 08:07:00 UTC,Desktop,UK,18-24,Male,A9604,Image,Automotive,Family Oriented,0.037012043,0.0846,Commented,39,0.34,0.92,2025-05,8,Programmatic Display
624,2025-08-31 08:55:00 UTC,Tablet,UK,35-44,Male,A7642,Image,Automotive,Travel Lovers,0.113031896,0.0717,Liked,42,1.33,0.61,2025-08,8,Programmatic Display
741,2025-09-07 08:26:00 UTC,Tablet,UK,55+,Male,A4595,Image,Travel,Travel Lovers,0.1259367954,0.1239,Commented,43,0.36,4.33,2025-09,8,Programmatic Display
253,2025-05-04 08:36:00 UTC,Mobile,Germany,35-44,Male,A5984,Text,Electronics,Travel Lovers,0.1467735537,0.0229,Commented,56,1.36,0.25,2025-05,8,Paid Search
537,2025-07-12 08:26:00 UTC,Tablet,USA,55+,Male,A8146,Text,Electronics,Family Oriented,0.0218348785,0.1257,Shared,50,0.83,0.33,2025-07,8,Paid Search
724,2025-12-12 08:56:00 UTC,Desktop,Germany,18-24,Female,A4516,Text,Electronics,Young Adults,0.1337466903,0.1439,Commented,22,0.71,2.71,2025-12,8,Paid Search
649,2025-05-06 08:13:00 UTC,Mobile,Canada,45-54,Female,A6703,Text,Electronics,Fitness Lovers,0.1366083882,0.0748,Shared,10,0.49,2.09,2025-05,8,Paid Search
556,2025-07-12 08:33:00 UTC,Tablet,Canada,35-44,Male,A7008,Text,Travel,Fitness Lovers,0.061109897,0.0901,Shared,51,0.91,0.61,2025-07,8,Paid Search
366,2025-04-09 08:12:00 UTC,Tablet,USA,55+,Female,A1779,Text,Electronics,Travel Lovers,0.1065421931,0.1094,Liked,49,0.28,4.16,2025-04,8,Paid Search
947,2025-02-08 08:53:00 UTC,Mobile,Germany,18-24,Male,A2105,Text,Fashion,Travel Lovers,0.1029531985,0.1051,Ignored,21,0.45,2.4,2025-02,8,Paid Search
360,2025-05-12 08:16:00 UTC,Mobile,USA,35-44,Male,A4891,Text,Health,Fitness Lovers,0.1121099467,0.0843,Commented,36,0.29,3.26,2025-05,8,Paid Search
286,2025-06-30 08:11:00 UTC,Tablet,USA,18-24,Female,A4519,Video,Health,Travel Lovers,0.1483798304,0.1456,Shared,30,1.35,1.6,2025-06,8,Paid Social
913,2025-01-01 08:48:00 UTC,Desktop,UK,35-44,Male,A9428,Video,Electronics,Fitness Lovers,0.1080858832,0.0313,Commented,56,0.34,1,2025-01,8,Paid Social
894,2025-12-20 08:54:00 UTC,Desktop,USA,55+,Female,A8094,Video,Health,Young Adults,0.040895704,0.1084,Ignored,23,1.5,0.3,2025-12,8,Paid Social
395,2025-05-17 08:46:00 UTC,Tablet,UK,35-44,Female,A3124,Video,Fashion,Tech Enthusiasts,0.1488706751,0.0638,Ignored,25,0.94,1.01,2025-05,8,Paid Social
189,2025-07-27 08:38:00 UTC,Mobile,USA,35-44,Male,A7184,Video,Health,Young Adults,0.078409263,0.0975,Liked,27,0.35,2.18,2025-07,8,Paid Social
346,2025-02-22 08:26:00 UTC,Desktop,UK,55+,Male,A5777,Video,Fashion,Fitness Lovers,0.1339390871,0.0308,Liked,60,0.93,0.44,2025-02,8,Paid Social
792,2025-12-06 08:38:00 UTC,Mobile,Canada,35-44,Female,A9287,Video,Travel,Family Oriented,0.04028283543,0.0834,Shared,56,0.98,0.34,2025-12,8,Paid Social
955,2025-02-01 08:22:00 UTC,Mobile,USA,45-54,Male,A2022,Video,Travel,Travel Lovers,0.1080689406,0.0564,Ignored,54,0.18,3.39,2025-02,8,Paid Social
346,2025-09-23 08:42:00 UTC,Desktop,Germany,35-44,Male,A9969,Video,Automotive,Family Oriented,0.021763468,0.0302,Shared,56,1.38,0.05,2025-09,8,Paid Social
978,2025-07-08 08:51:00 UTC,Tablet,India,18-24,Male,A4819,Video,Fashion,Young Adults,0.1423950757,0.0918,Commented,39,0.87,1.5,2025-07,8,Paid Social
544,2025-08-06 08:06:00 UTC,Desktop,Canada,35-44,Female,A6331,Video,Electronics,Travel Lovers,0.1209584403,0.0184,Shared,22,1.19,0.19,2025-08,8,Paid Social
836,2025-01-15 08:05:00 UTC,Tablet,Canada,25-34,Female,A4231,Video,Automotive,Family Oriented,0.1387883111,0.1265,Liked,11,1.44,1.22,2025-01,8,Paid Social
656,2025-06-05 08:11:00 UTC,Desktop,Canada,18-24,Female,A2109,Video,Fashion,Young Adults,0.050392629,0.1436,Liked,56,0.16,4.52,2025-06,8,Paid Social
257,2025-12-03 08:16:00 UTC,Desktop,India,35-44,Male,A8311,Video,Health,Young Adults,0.03056210563,0.0288,Liked,23,0.22,0.4,2025-12,8,Paid Social
869,2025-07-22 09:56:00 UTC,Mobile,Canada,35-44,Male,A8065,Image,Automotive,Family Oriented,0.087190544,0.0749,Liked,54,1.26,0.52,2025-07,9,Programmatic Display
562,2025-05-29 09:37:00 UTC,Desktop,Germany,18-24,Female,A2537,Image,Automotive,Tech Enthusiasts,0.06174326,0.1241,Liked,33,0.26,2.95,2025-05,9,Programmatic Display
621,2025-08-31 09:51:00 UTC,Tablet,USA,55+,Male,A6566,Image,Electronics,Family Oriented,0.1374256931,0.0752,Liked,52,0.94,1.1,2025-08,9,Programmatic Display
597,2025-02-27 09:19:00 UTC,Tablet,India,18-24,Male,A7926,Image,Travel,Fitness Lovers,0.08463656,0.0853,Ignored,11,1.45,0.5,2025-02,9,Programmatic Display
539,2025-09-06 09:53:00 UTC,Desktop,Canada,55+,Male,A1242,Image,Health,Family Oriented,0.059805672,0.0821,Liked,47,0.22,2.23,2025-09,9,Programmatic Display
541,2025-06-15 09:06:00 UTC,Mobile,India,18-24,Male,A9035,Image,Travel,Tech Enthusiasts,0.097038746,0.06,Ignored,55,0.36,1.62,2025-06,9,Programmatic Display
293,2025-07-25 09:47:00 UTC,Desktop,Germany,25-34,Male,A8366,Image,Health,Tech Enthusiasts,0.044757373,0.1258,Shared,40,0.67,0.84,2025-07,9,Programmatic Display
484,2025-07-28 09:14:00 UTC,Desktop,India,45-54,Male,A5912,Image,Health,Tech Enthusiasts,0.118961172,0.0638,Commented,58,0.42,1.81,2025-07,9,Programmatic Display
380,2025-05-22 09:41:00 UTC,Tablet,Germany,35-44,Female,A4314,Text,Automotive,Family Oriented,0.1239395682,0.0433,Commented,35,0.47,1.14,2025-05,9,Paid Search
135,2025-02-11 09:24:00 UTC,Tablet,Canada,45-54,Male,A5999,Text,Travel,Family Oriented,0.06227298258,0.142,Liked,11,1.08,0.82,2025-02,9,Paid Search
782,2025-11-03 09:36:00 UTC,Tablet,USA,25-34,Female,A5224,Text,Fashion,Fitness Lovers,0.047642498,0.1432,Commented,46,1.02,0.67,2025-11,9,Paid Search
567,2025-11-27 09:36:00 UTC,Mobile,USA,25-34,Male,A2803,Text,Travel,Travel Lovers,0.076533587,0.1413,Liked,42,1.14,0.95,2025-11,9,Paid Search
946,2025-10-21 09:31:00 UTC,Desktop,India,55+,Male,A9771,Text,Travel,Tech Enthusiasts,0.1141426697,0.0679,Commented,51,0.65,1.19,2025-10,9,Paid Search
976,2025-04-03 09:17:00 UTC,Desktop,UK,45-54,Male,A4604,Text,Health,Family Oriented,0.1341401357,0.0749,Ignored,31,0.99,1.01,2025-04,9,Paid Search
499,2025-07-23 09:21:00 UTC,Tablet,India,18-24,Female,A3513,Text,Travel,Young Adults,0.052614639,0.0241,Commented,57,0.92,0.14,2025-07,9,Paid Search
660,2025-12-11 09:35:00 UTC,Mobile,UK,18-24,Female,A9792,Text,Travel,Fitness Lovers,0.100484225,0.0627,Commented,33,1.25,0.5,2025-12,9,Paid Search
316,2025-08-17 09:54:00 UTC,Tablet,Canada,55+,Female,A2527,Text,Electronics,Travel Lovers,0.02325341813,0.14,Commented,54,0.91,0.36,2025-08,9,Paid Search
600,2025-07-09 09:09:00 UTC,Mobile,UK,18-24,Female,A7113,Text,Electronics,Travel Lovers,0.093566101,0.0328,Ignored,57,0.28,1.1,2025-07,9,Paid Search
678,2025-02-07 09:17:00 UTC,Desktop,Germany,25-34,Male,A9301,Text,Travel,Tech Enthusiasts,0.057811872,0.0932,Shared,11,0.43,1.25,2025-02,9,Paid Search
375,2025-04-09 09:26:00 UTC,Mobile,India,45-54,Female,A2729,Text,Health,Family Oriented,0.02805938404,0.1233,Commented,27,0.58,0.6,2025-04,9,Paid Search
961,2025-06-04 09:46:00 UTC,Desktop,India,35-44,Male,A9343,Text,Electronics,Travel Lovers,0.061157327,0.0511,Ignored,20,1.31,0.24,2025-06,9,Paid Search
147,2025-03-19 09:19:00 UTC,Desktop,India,45-54,Male,A9834,Text,Fashion,Tech Enthusiasts,0.1268978916,0.0529,Ignored,20,0.39,1.72,2025-03,9,Paid Search
223,2025-01-19 09:27:00 UTC,Tablet,USA,25-34,Female,A7871,Text,Health,Young Adults,0.074550183,0.1299,Liked,52,1.36,0.71,2025-01,9,Paid Search
581,2025-01-04 09:55:00 UTC,Desktop,UK,25-34,Female,A8997,Text,Fashion,Travel Lovers,0.1178036145,0.1129,Commented,12,0.62,2.15,2025-01,9,Paid Search
553,2025-05-21 09:43:00 UTC,Tablet,India,55+,Male,A5205,Text,Fashion,Tech Enthusiasts,0.02715220933,0.1454,Liked,28,0.57,0.69,2025-05,9,Paid Search
102,2025-11-19 09:56:00 UTC,Desktop,Germany,35-44,Female,A1933,Video,Health,Family Oriented,0.095948013,0.0669,Liked,56,0.52,1.23,2025-11,9,Paid Social
659,2025-09-27 09:47:00 UTC,Desktop,UK,18-24,Male,A9466,Video,Health,Family Oriented,0.08828801,0.028,Ignored,51,1.1,0.22,2025-09,9,Paid Social
792,2025-07-04 09:55:00 UTC,Tablet,India,25-34,Male,A1600,Video,Health,Family Oriented,0.065487018,0.0495,Shared,10,1.44,0.23,2025-07,9,Paid Social
262,2025-09-28 09:57:00 UTC,Desktop,India,35-44,Female,A9464,Video,Travel,Young Adults,0.096313458,0.1082,Liked,33,1.21,0.86,2025-09,9,Paid Social
489,2025-09-11 09:58:00 UTC,Tablet,Germany,18-24,Female,A4560,Video,Electronics,Tech Enthusiasts,0.1123365644,0.0606,Shared,31,1.38,0.49,2025-09,9,Paid Social
341,2025-06-18 09:50:00 UTC,Mobile,Canada,18-24,Female,A6763,Video,Automotive,Young Adults,0.1348507241,0.067,Ignored,45,1.27,0.71,2025-06,9,Paid Social
283,2025-10-03 09:10:00 UTC,Desktop,UK,45-54,Female,A4058,Video,Health,Young Adults,0.087223359,0.1104,Ignored,56,0.29,3.32,2025-10,9,Paid Social
811,2025-12-03 09:06:00 UTC,Desktop,India,25-34,Female,A5257,Video,Health,Travel Lovers,0.096277794,0.137,Shared,50,1,1.32,2025-12,9,Paid Social
237,2025-03-30 09:16:00 UTC,Desktop,UK,55+,Male,A9451,Video,Fashion,Tech Enthusiasts,0.099827594,0.0904,Liked,43,0.96,0.94,2025-03,9,Paid Social
954,2025-03-18 09:33:00 UTC,Mobile,India,55+,Female,A7800,Video,Travel,Tech Enthusiasts,0.062795728,0.0635,Ignored,28,0.61,0.65,2025-03,9,Paid Social
885,2025-03-21 09:21:00 UTC,Mobile,USA,25-34,Female,A3325,Video,Electronics,Family Oriented,0.02459255657,0.1076,Ignored,23,1.19,0.22,2025-03,9,Paid Social
491,2025-12-13 10:29:00 UTC,Desktop,Germany,18-24,Female,A5336,Image,Electronics,Young Adults,0.071957384,0.1074,Ignored,15,0.77,1,2025-12,10,Programmatic Display
524,2025-10-23 10:51:00 UTC,Desktop,Canada,35-44,Male,A8951,Image,Travel,Family Oriented,0.070681425,0.0671,Liked,22,0.11,4.31,2025-10,10,Programmatic Display
798,2025-09-07 10:11:00 UTC,Mobile,Germany,35-44,Female,A2039,Image,Fashion,Travel Lovers,0.1145316977,0.0342,Ignored,23,0.98,0.4,2025-09,10,Programmatic Display
276,2025-08-29 10:09:00 UTC,Tablet,Germany,25-34,Female,A1930,Image,Travel,Fitness Lovers,0.1226516024,0.0799,Shared,42,0.67,1.46,2025-08,10,Programmatic Display
668,2025-03-22 10:15:00 UTC,Mobile,Canada,25-34,Male,A8620,Image,Fashion,Travel Lovers,0.1329700719,0.0805,Ignored,43,0.25,4.28,2025-03,10,Programmatic Display
465,2025-04-28 10:49:00 UTC,Desktop,UK,35-44,Male,A6992,Image,Automotive,Travel Lovers,0.1400709209,0.0985,Shared,53,1.06,1.3,2025-04,10,Programmatic Display
115,2025-12-15 10:06:00 UTC,Desktop,Germany,55+,Male,A2866,Image,Automotive,Family Oriented,0.0178808522,0.1093,Commented,17,1.21,0.16,2025-12,10,Programmatic Display
659,2025-04-15 10:17:00 UTC,Desktop,USA,55+,Female,A8938,Image,Travel,Fitness Lovers,0.083341875,0.1324,Shared,20,0.58,1.9,2025-04,10,Programmatic Display
614,2025-06-24 10:39:00 UTC,Tablet,Germany,55+,Male,A9888,Image,Health,Fitness Lovers,0.123142309,0.0366,Commented,57,1.01,0.45,2025-06,10,Programmatic Display
820,2025-01-20 10:30:00 UTC,Tablet,India,55+,Female,A6261,Image,Automotive,Tech Enthusiasts,0.1453799496,0.0808,Commented,52,1.37,0.86,2025-01,10,Programmatic Display
986,2025-04-26 10:08:00 UTC,Desktop,Germany,25-34,Female,A7841,Image,Automotive,Young Adults,0.043642799,0.1037,Ignored,28,1.33,0.34,2025-04,10,Programmatic Display
734,2025-02-15 10:42:00 UTC,Mobile,Germany,25-34,Male,A5506,Image,Fashion,Fitness Lovers,0.027741325,0.1035,Liked,18,1.37,0.21,2025-02,10,Programmatic Display
997,2025-02-25 10:49:00 UTC,Mobile,UK,25-34,Male,A9401,Image,Travel,Travel Lovers,0.01801569538,0.0966,Shared,56,0.91,0.19,2025-02,10,Programmatic Display
824,2025-09-22 10:17:00 UTC,Mobile,Canada,35-44,Male,A9297,Image,Travel,Young Adults,0.1496895509,0.0837,Liked,17,0.2,6.26,2025-09,10,Programmatic Display
463,2025-06-15 10:02:00 UTC,Desktop,Canada,25-34,Female,A8339,Image,Automotive,Tech Enthusiasts,0.02412199566,0.1278,Shared,41,1.03,0.3,2025-06,10,Programmatic Display
639,2025-05-17 10:53:00 UTC,Desktop,India,18-24,Female,A3402,Image,Travel,Family Oriented,0.1350593288,0.0842,Ignored,11,0.57,2,2025-05,10,Programmatic Display
950,2025-06-27 10:28:00 UTC,Desktop,Canada,45-54,Female,A5223,Image,Fashion,Tech Enthusiasts,0.143227897,0.0951,Shared,26,0.52,2.62,2025-06,10,Programmatic Display
279,2025-06-23 10:37:00 UTC,Tablet,Germany,55+,Female,A5129,Image,Electronics,Tech Enthusiasts,0.03695218981,0.0176,Commented,13,0.91,0.07,2025-06,10,Programmatic Display
411,2025-05-15 10:23:00 UTC,Mobile,USA,45-54,Male,A6094,Image,Travel,Tech Enthusiasts,0.056784873,0.1193,Shared,59,0.26,2.61,2025-05,10,Programmatic Display
327,2025-12-07 10:13:00 UTC,Desktop,USA,45-54,Male,A7625,Image,Fashion,Young Adults,0.03992667626,0.0386,Ignored,57,0.73,0.21,2025-12,10,Programmatic Display
174,2025-08-29 10:37:00 UTC,Mobile,Germany,35-44,Male,A5458,Text,Fashion,Travel Lovers,0.1012445616,0.1122,Ignored,45,0.65,1.75,2025-08,10,Paid Search
368,2025-02-21 10:30:00 UTC,Desktop,Germany,45-54,Female,A3734,Text,Health,Travel Lovers,0.1087060515,0.075,Commented,40,0.55,1.48,2025-02,10,Paid Search
954,2025-07-15 10:18:00 UTC,Tablet,USA,55+,Female,A9020,Text,Travel,Young Adults,0.1074911742,0.0142,Liked,17,0.46,0.33,2025-07,10,Paid Search
346,2025-10-10 10:13:00 UTC,Tablet,Canada,18-24,Female,A1331,Text,Health,Young Adults,0.057490581,0.0136,Ignored,42,0.89,0.09,2025-10,10,Paid Search
718,2025-07-14 10:56:00 UTC,Mobile,USA,45-54,Male,A6516,Text,Travel,Travel Lovers,0.035112778,0.0583,Liked,20,1.09,0.19,2025-07,10,Paid Search
975,2025-04-23 10:32:00 UTC,Tablet,Canada,55+,Female,A7595,Text,Automotive,Young Adults,0.04717850059,0.0315,Ignored,52,0.86,0.17,2025-04,10,Paid Search
286,2025-09-13 10:17:00 UTC,Desktop,USA,45-54,Female,A6432,Text,Travel,Travel Lovers,0.072033013,0.1278,Liked,39,0.38,2.42,2025-09,10,Paid Search
977,2025-04-03 10:36:00 UTC,Tablet,UK,45-54,Female,A6993,Text,Travel,Tech Enthusiasts,0.067383539,0.1253,Ignored,46,1.15,0.73,2025-04,10,Paid Search
429,2025-08-03 10:47:00 UTC,Mobile,India,25-34,Male,A5030,Text,Electronics,Fitness Lovers,0.118581741,0.058,Liked,29,0.43,1.6,2025-08,10,Paid Search
896,2025-04-30 10:15:00 UTC,Mobile,Germany,18-24,Male,A4871,Text,Health,Family Oriented,0.040096188,0.0902,Liked,14,0.7,0.52,2025-04,10,Paid Search
105,2025-12-23 10:54:00 UTC,Mobile,Germany,18-24,Male,A8714,Text,Fashion,Young Adults,0.02090816296,0.0872,Liked,41,0.54,0.34,2025-12,10,Paid Search
787,2025-03-31 10:06:00 UTC,Tablet,Germany,45-54,Male,A4327,Text,Health,Fitness Lovers,0.14339602,0.0748,Ignored,19,0.59,1.82,2025-03,10,Paid Search
325,2025-06-03 10:40:00 UTC,Mobile,USA,45-54,Male,A1175,Text,Travel,Young Adults,0.02634894934,0.1155,Commented,36,1.13,0.27,2025-06,10,Paid Search
397,2025-09-06 10:29:00 UTC,Tablet,USA,55+,Male,A3089,Video,Health,Tech Enthusiasts,0.050010793,0.0164,Commented,11,0.73,0.11,2025-09,10,Paid Social
544,2025-08-19 10:31:00 UTC,Desktop,UK,55+,Female,A6412,Video,Health,Tech Enthusiasts,0.080816273,0.0828,Ignored,46,0.19,3.52,2025-08,10,Paid Social
449,2025-06-29 10:27:00 UTC,Mobile,USA,55+,Female,A8212,Video,Automotive,Young Adults,0.069527786,0.1293,Ignored,56,1.31,0.69,2025-06,10,Paid Social
216,2025-12-15 10:54:00 UTC,Desktop,India,25-34,Male,A1706,Video,Fashion,Travel Lovers,0.086774361,0.0298,Liked,25,1.23,0.21,2025-12,10,Paid Social
114,2025-03-20 10:35:00 UTC,Desktop,UK,18-24,Male,A8462,Video,Fashion,Fitness Lovers,0.1347995413,0.0878,Ignored,53,0.19,6.23,2025-03,10,Paid Social
800,2025-06-17 10:40:00 UTC,Tablet,UK,18-24,Male,A2512,Video,Electronics,Tech Enthusiasts,0.044107639,0.1181,Ignored,27,1.47,0.35,2025-06,10,Paid Social
615,2025-02-07 10:08:00 UTC,Tablet,India,25-34,Female,A5213,Video,Electronics,Family Oriented,0.059343449,0.1084,Liked,56,1.46,0.44,2025-02,10,Paid Social
371,2025-10-31 10:02:00 UTC,Tablet,Germany,45-54,Male,A7445,Video,Automotive,Fitness Lovers,0.1351498503,0.1325,Ignored,11,0.83,2.16,2025-10,10,Paid Social
275,2025-11-14 10:27:00 UTC,Tablet,USA,45-54,Female,A8529,Video,Travel,Fitness Lovers,0.1396459411,0.122,Ignored,51,1.22,1.4,2025-11,10,Paid Social
912,2025-07-16 10:36:00 UTC,Tablet,USA,35-44,Female,A4852,Video,Travel,Young Adults,0.055996775,0.0389,Commented,10,0.52,0.42,2025-07,10,Paid Social
881,2025-01-30 10:15:00 UTC,Mobile,Germany,35-44,Male,A4865,Video,Travel,Travel Lovers,0.062791408,0.1344,Liked,16,0.61,1.38,2025-01,10,Paid Social
216,2025-04-17 10:11:00 UTC,Desktop,UK,35-44,Male,A5067,Video,Fashion,Young Adults,0.077691885,0.138,Liked,52,0.64,1.68,2025-04,10,Paid Social
737,2025-05-16 10:38:00 UTC,Mobile,Germany,45-54,Female,A5852,Video,Fashion,Fitness Lovers,0.090673327,0.0446,Commented,36,1.4,0.29,2025-05,10,Paid Social
